Brand,RAM,Storage,Processor,ScreenSize,Price
Asus,16,256,i9,13.3,98363.3
Asus,4,512,i7,15.6,64777.36
Asus,32,1024,i7,13.3,156252.19
Dell,32,1024,i9,17.0,170243.5
Acer,32,256,i5,14.0,115797.3
Lenovo,16,1024,i5,14.0,105087.33
Lenovo,32,512,i7,15.6,133746.81
Acer,32,1024,i9,13.3,172347.66
Lenovo,32,256,i7,17.0,124463.25
Lenovo,4,256,i5,13.3,43207.42
Asus,4,512,i7,17.0,64529.32
HP,8,256,i9,14.0,81793.41
Dell,16,512,i5,13.3,84223.97
Asus,4,1024,i7,17.0,87590.82
Asus,32,1024,i5,13.3,141275.66
HP,32,256,i7,15.6,128978.95
Dell,16,256,i9,14.0,99592.78
HP,4,256,i7,17.0,59663.99
Dell,4,256,i9,17.0,70209.09
HP,32,256,i9,13.3,137791.06
Lenovo,4,1024,i7,13.3,89732.72
Lenovo,8,1024,i7,17.0,97810.94
Dell,32,512,i3,17.0,111540.37
HP,4,256,i9,15.6,69014.04
Dell,32,512,i9,15.6,145401.6
Asus,4,1024,i3,17.0,65010.46
Asus,16,512,i9,15.6,108826.19
Acer,16,1024,i7,15.6,116305.13
Lenovo,32,256,i7,14.0,124873.92
Acer,8,256,i5,17.0,52732.3
Lenovo,4,1024,i3,14.0,64427.15
Asus,16,256,i7,14.0,83768.69
Acer,32,256,i7,13.3,126279.1
Lenovo,16,1024,i9,14.0,126168.59
Lenovo,16,1024,i7,14.0,114558.78
Acer,32,256,i5,15.6,118215.12
Dell,8,1024,i7,14.0,96792.71
Asus,8,1024,i7,15.6,96067.97
Asus,4,1024,i5,13.3,74735.38
HP,16,512,i3,14.0,72014.55
Lenovo,8,512,i3,14.0,50445.31
Lenovo,4,512,i9,15.6,82222.17
Lenovo,16,1024,i9,14.0,128530.33
Acer,4,256,i3,17.0,30071.65
Asus,32,256,i7,15.6,129073.12
Lenovo,8,512,i5,14.0,67426.32
HP,8,1024,i5,13.3,85998.01
Asus,8,256,i7,15.6,64242.38
Lenovo,32,1024,i3,13.3,131830.48
HP,32,256,i3,14.0,105679.46
Dell,32,512,i3,15.6,109788.44
HP,4,256,i5,14.0,45950.94
Dell,8,512,i3,17.0,53897.28
Lenovo,4,1024,i3,13.3,63132.24
Dell,32,256,i7,15.6,126706.98
Acer,16,1024,i9,17.0,132086.11
Dell,4,1024,i5,17.0,77076.24
Lenovo,4,256,i9,17.0,70528.12
Acer,4,1024,i3,14.0,61620.7
Asus,16,256,i5,13.3,76819.62
Lenovo,16,512,i7,13.3,94121.12
Lenovo,16,512,i9,15.6,109266.45
Acer,8,512,i3,13.3,52587.18
HP,16,512,i3,15.6,69255.87
Dell,8,256,i5,17.0,55225.46
Dell,16,256,i5,17.0,75174.51
HP,16,512,i9,17.0,112365.77
Acer,8,1024,i3,14.0,76915.92
Asus,32,256,i9,15.6,140284.49
Asus,8,1024,i7,13.3,98876.37
HP,16,256,i3,13.3,61550.98
Dell,16,1024,i9,15.6,130187.82
Dell,32,512,i9,17.0,145465.86
HP,16,1024,i3,15.6,90384.7
Dell,4,1024,i3,14.0,63623.01
Acer,32,256,i5,13.3,113146.39
Dell,4,1024,i9,17.0,100270.89
Dell,32,1024,i5,15.6,141186.28
HP,16,256,i5,13.3,73863.39
Asus,16,512,i5,17.0,87300.84
Asus,32,512,i7,13.3,132713.23
Dell,16,256,i3,15.6,60673.85
HP,4,512,i5,14.0,52186.52
Lenovo,16,512,i5,13.3,84577.99
HP,8,256,i3,15.6,43520.14
HP,8,1024,i7,15.6,100603.33
Dell,8,512,i3,13.3,55974.2
Asus,8,1024,i7,14.0,97629.19
Acer,8,512,i9,15.6,89048.58
HP,32,1024,i7,17.0,159553.59
HP,8,512,i3,13.3,51965.62
HP,16,256,i7,13.3,83705.21
HP,32,256,i3,13.3,98903.55
Acer,16,1024,i7,14.0,120875.09
Lenovo,8,512,i3,15.6,50551.22
Lenovo,4,1024,i3,17.0,66194.21
Dell,16,256,i9,13.3,98037.75
Lenovo,16,256,i7,15.6,84810.44
Lenovo,8,512,i7,13.3,74336.35
Lenovo,8,512,i5,13.3,61540.44
Lenovo,4,256,i5,17.0,43451.2
Dell,4,1024,i7,14.0,84289.35
Lenovo,32,1024,i7,13.3,158184.02
Acer,4,256,i9,15.6,71751.7
Dell,4,512,i7,13.3,67030.58
Dell,32,1024,i9,15.6,171340.33
HP,16,512,i7,13.3,92746.49
Acer,32,256,i9,13.3,139104.29
Acer,16,1024,i3,13.3,89753.87
Acer,4,256,i9,17.0,64884.9
Asus,8,1024,i7,13.3,97083.49
Lenovo,32,256,i3,14.0,101453.18
Acer,4,512,i5,17.0,57988.35
Acer,4,1024,i5,14.0,71643.74
Dell,32,512,i3,17.0,113130.54
Asus,32,1024,i3,14.0,130960.11
Lenovo,32,512,i7,17.0,136804.29
Asus,32,512,i9,14.0,150484.86
HP,32,1024,i5,14.0,146369.26
Lenovo,32,512,i5,17.0,123870.36
HP,16,256,i3,13.3,63125.71
Dell,4,256,i9,17.0,65160.74
Lenovo,8,256,i9,14.0,76364.07
Lenovo,8,512,i7,15.6,80118.22
Lenovo,8,512,i7,13.3,75867.9
HP,32,256,i3,17.0,103991.09
HP,16,256,i7,13.3,90002.49
Asus,8,512,i7,15.6,74340.45
HP,32,1024,i5,15.6,144835.41
Asus,16,1024,i9,17.0,130283.66
HP,4,256,i9,13.3,66389.26
HP,8,256,i7,14.0,67460.24
Lenovo,32,256,i5,15.6,117006.1
Acer,4,256,i5,13.3,45971.37
HP,32,1024,i9,14.0,167286.13
Asus,32,512,i7,17.0,137262.49
Lenovo,32,1024,i7,17.0,154393.76
Asus,4,1024,i5,14.0,78523.41
Dell,8,256,i5,17.0,50730.65
Acer,16,512,i3,15.6,71147.97
Acer,8,256,i3,14.0,40404.99
Asus,32,512,i5,13.3,126399.33
Dell,32,512,i3,14.0,115648.74
Asus,4,1024,i3,13.3,66133.59
HP,8,256,i3,17.0,45405.2
HP,16,512,i9,14.0,108725.29
Asus,16,256,i3,15.6,62562.89
Asus,32,256,i3,14.0,103846.2
HP,4,512,i9,14.0,79184.55
Lenovo,4,256,i9,13.3,69754.86
Acer,16,256,i9,15.6,98165.99
Acer,4,256,i5,13.3,47497.6
Lenovo,4,256,i7,15.6,59899.84
Asus,4,1024,i9,13.3,100677.14
Lenovo,8,512,i7,17.0,74905.89
Asus,8,512,i5,15.6,60840.65
Asus,4,256,i9,14.0,67383.79
Lenovo,4,256,i7,15.6,54209.34
HP,4,256,i3,14.0,30552.75
Dell,8,1024,i5,13.3,81679.79
Lenovo,32,256,i5,14.0,118201.92
Asus,16,256,i9,17.0,98663.68
Asus,32,256,i3,15.6,98746.49
Acer,32,1024,i5,15.6,146258.12
Acer,8,256,i3,14.0,40710.71
HP,32,1024,i3,17.0,135885.58
HP,4,512,i3,14.0,39974.38
HP,4,1024,i9,13.3,95562.74
Lenovo,32,256,i5,13.3,113600.06
Asus,8,256,i5,13.3,51932.72
Dell,4,256,i5,14.0,40974.42
Acer,8,512,i5,17.0,62443.12
Lenovo,32,1024,i7,15.6,160891.83
Dell,8,1024,i5,17.0,83506.12
HP,32,1024,i3,13.3,131383.57
HP,8,1024,i7,15.6,99269.36
Lenovo,8,256,i5,17.0,51663.93
Acer,32,256,i3,14.0,101920.74
Dell,4,512,i3,15.6,38619.0
HP,32,256,i9,17.0,142170.3
Acer,4,512,i9,14.0,78770.71
HP,16,512,i3,13.3,74586.41
Dell,32,256,i3,13.3,105892.71
Dell,4,256,i3,14.0,31460.77
Acer,32,512,i9,13.3,148515.01
Dell,8,1024,i5,14.0,84293.92
Lenovo,16,1024,i3,13.3,89356.93
Dell,16,1024,i3,13.3,92049.99
Acer,16,512,i5,13.3,84348.29
Asus,8,1024,i7,17.0,93314.92
Lenovo,4,256,i9,13.3,70214.36
Dell,32,256,i7,14.0,124985.44
Lenovo,16,512,i7,15.6,92726.69
HP,16,512,i9,17.0,108177.39
Lenovo,32,256,i9,15.6,139327.08
HP,4,512,i7,17.0,69464.39
Dell,32,1024,i5,14.0,141572.09
Asus,32,1024,i9,14.0,168132.83
Asus,8,1024,i5,13.3,82605.43
Dell,32,256,i5,15.6,116324.9
Asus,8,512,i7,17.0,77103.99
Acer,8,256,i3,17.0,41831.09
Lenovo,8,512,i3,14.0,51115.17
HP,8,256,i7,15.6,68118.35
HP,4,1024,i9,15.6,102633.31
Dell,16,1024,i9,14.0,125215.64
Dell,16,512,i5,13.3,84270.66
HP,4,1024,i9,15.6,100458.89
HP,16,512,i9,17.0,110297.69
HP,8,256,i3,14.0,40633.81
Asus,8,512,i5,14.0,67981.96
Acer,4,1024,i5,14.0,75236.74
HP,4,256,i3,15.6,31678.51
Dell,4,512,i5,17.0,50572.64
Lenovo,4,1024,i5,17.0,72055.5
Dell,32,256,i5,17.0,113224.01
Dell,8,512,i7,13.3,72487.91
Asus,4,256,i9,14.0,68616.76
Asus,32,256,i3,13.3,103998.27
HP,16,256,i9,14.0,100867.03
Asus,32,1024,i3,15.6,131058.61
HP,16,512,i5,14.0,87601.67
Asus,4,256,i5,13.3,45199.42
Asus,16,256,i9,13.3,97254.14
Dell,8,512,i7,15.6,76433.93
Dell,16,256,i9,14.0,100438.32
Acer,32,512,i3,14.0,108730.16
Acer,4,256,i9,17.0,65842.85
Lenovo,16,512,i3,17.0,70060.95
Asus,16,256,i9,17.0,95422.81
Lenovo,16,256,i7,14.0,87662.76
Acer,8,256,i7,14.0,69391.29
Dell,8,512,i7,17.0,74628.84
Acer,4,1024,i5,13.3,74830.93
Acer,32,1024,i9,17.0,166288.38
Asus,4,512,i9,17.0,81760.1
Dell,4,256,i5,13.3,45744.52
Lenovo,4,256,i9,17.0,65814.24
Asus,4,1024,i3,13.3,65880.45
Lenovo,32,1024,i5,17.0,143873.85
HP,32,512,i7,17.0,138751.52
Lenovo,4,256,i3,17.0,31817.33
Acer,16,512,i7,14.0,99941.68
HP,32,512,i5,15.6,127914.09
Dell,32,1024,i9,14.0,165306.09
Lenovo,8,256,i7,14.0,69290.89
Dell,8,1024,i9,13.3,109673.91
Lenovo,8,1024,i9,13.3,111421.58
Dell,8,256,i7,13.3,66945.83
Acer,16,256,i5,15.6,73361.12
Acer,4,512,i9,13.3,75316.51
HP,8,1024,i9,14.0,105924.41
Dell,4,1024,i5,14.0,77798.61
Lenovo,4,1024,i3,17.0,61890.05
Asus,16,256,i9,14.0,94883.81
Lenovo,16,512,i7,14.0,94171.31
HP,16,256,i3,15.6,64829.36
HP,16,1024,i3,14.0,92759.82
HP,8,512,i9,14.0,88914.94
Lenovo,8,1024,i7,15.6,98976.12
Asus,16,256,i9,15.6,98055.72
Asus,16,1024,i7,15.6,118627.1
Dell,32,512,i3,15.6,111112.89
Dell,32,1024,i7,15.6,152986.71
Asus,4,256,i3,13.3,32754.56
HP,16,512,i7,14.0,99411.69
Acer,32,1024,i5,15.6,147205.55
HP,4,1024,i9,17.0,97300.3
Lenovo,8,1024,i3,13.3,72896.51
HP,32,256,i3,15.6,104699.32
HP,32,256,i5,14.0,113051.6
Lenovo,8,256,i5,17.0,56093.97
Dell,32,512,i3,15.6,110150.66
Dell,32,512,i7,13.3,139782.83
Acer,32,1024,i9,13.3,171059.31
Lenovo,4,1024,i7,14.0,86308.22
Acer,4,512,i9,15.6,75259.04
Acer,16,1024,i7,13.3,118009.88
Asus,4,1024,i7,13.3,87361.17
Lenovo,16,512,i7,17.0,98423.01
Asus,32,512,i5,14.0,126144.26
Dell,8,1024,i5,15.6,81012.93
Acer,16,512,i7,13.3,94255.67
Dell,32,1024,i9,13.3,169686.4
Asus,8,1024,i5,14.0,81638.35
HP,8,512,i5,13.3,63502.26
Dell,4,1024,i5,17.0,71126.91
Lenovo,4,512,i5,13.3,55060.99
Dell,8,1024,i9,14.0,105886.28
Acer,4,1024,i3,13.3,66835.3
Lenovo,4,512,i3,13.3,42566.73
Dell,32,256,i7,17.0,127527.18
Asus,32,512,i5,14.0,125758.15
Asus,16,256,i9,14.0,100548.89
Asus,4,256,i3,15.6,32975.53
Lenovo,8,1024,i3,17.0,69318.4
Lenovo,8,1024,i5,15.6,83197.08
Lenovo,4,1024,i5,13.3,78398.83
Acer,32,256,i3,15.6,101774.18
Dell,8,1024,i3,17.0,69214.54
Lenovo,4,1024,i5,15.6,72364.35
Dell,32,1024,i5,15.6,141197.91
Dell,16,512,i7,17.0,98687.82
Asus,4,512,i7,15.6,64982.74
Lenovo,8,512,i5,17.0,67191.87
Dell,4,512,i3,14.0,45117.89
Lenovo,16,1024,i3,14.0,91768.53
HP,8,256,i3,17.0,40826.46
Dell,4,1024,i9,14.0,99728.91
Acer,32,512,i3,13.3,112940.96
Asus,16,256,i3,13.3,66225.17
HP,4,512,i9,17.0,76969.89
HP,8,1024,i3,15.6,73681.05
HP,8,512,i9,14.0,84676.53
Lenovo,4,512,i9,15.6,77904.35
Lenovo,32,512,i7,15.6,135641.89
HP,16,1024,i5,13.3,108283.09
Lenovo,16,1024,i9,14.0,131673.5
Acer,8,1024,i9,17.0,112426.69
Asus,32,512,i7,14.0,136014.31
Acer,16,1024,i5,15.6,108232.9
Dell,16,256,i7,15.6,85257.08
Asus,4,1024,i7,13.3,90649.63
HP,16,512,i7,15.6,98353.42
Lenovo,16,512,i7,14.0,94173.21
Asus,4,256,i5,15.6,46612.37
Acer,4,256,i7,15.6,52637.02
HP,32,256,i3,14.0,98549.16
Acer,32,256,i5,17.0,112159.37
Asus,16,1024,i7,13.3,120027.82
Acer,32,512,i5,17.0,127029.24
Lenovo,8,256,i5,17.0,54314.64
HP,32,512,i3,13.3,114143.93
Acer,32,512,i5,15.6,126802.18
Asus,16,256,i9,14.0,101409.76
Dell,16,512,i5,14.0,83541.42
Dell,4,1024,i7,15.6,84453.14
Acer,8,1024,i5,15.6,85293.71
Acer,32,1024,i5,14.0,142243.24
Dell,32,256,i3,14.0,101233.17
Asus,4,512,i5,14.0,50631.03
Lenovo,32,256,i3,13.3,106047.91
Lenovo,4,256,i7,15.6,59904.35
Asus,16,1024,i3,13.3,93932.94
Lenovo,8,1024,i9,14.0,107468.25
Acer,16,1024,i7,17.0,116108.31
HP,8,512,i9,13.3,91702.07
Asus,32,512,i5,14.0,123166.09
Lenovo,8,1024,i9,13.3,106398.44
Lenovo,16,512,i3,17.0,74891.0
Dell,8,1024,i5,13.3,87910.18
Acer,4,1024,i7,13.3,85509.81
Dell,8,512,i7,14.0,80476.46
Lenovo,32,512,i5,17.0,123585.37
HP,8,512,i9,14.0,84534.85
Acer,8,1024,i7,13.3,94517.54
HP,32,256,i9,17.0,135606.3
Lenovo,16,256,i3,14.0,60109.71
Lenovo,4,1024,i9,13.3,100149.43
Lenovo,4,256,i3,15.6,29887.16
Dell,16,1024,i3,14.0,93937.69
Acer,16,256,i9,13.3,95861.33
Lenovo,4,512,i9,14.0,77869.73
Asus,8,512,i9,17.0,86170.48
Asus,4,1024,i3,14.0,61759.19
Lenovo,16,256,i3,17.0,59913.15
Asus,32,256,i9,13.3,137597.23
Asus,8,1024,i5,17.0,84272.53
Acer,32,512,i3,14.0,109763.25
Acer,8,1024,i3,17.0,74107.49
Asus,16,1024,i5,14.0,101329.65
Dell,16,512,i3,17.0,74217.49
Lenovo,16,512,i9,15.6,104587.92
Dell,16,512,i7,14.0,94564.29
Acer,4,512,i3,13.3,45534.44
HP,32,256,i3,13.3,100423.48
Lenovo,4,1024,i7,14.0,89328.55
Acer,32,1024,i5,15.6,143309.09
HP,32,256,i5,17.0,116905.9
Dell,8,1024,i3,17.0,72084.39
Acer,4,512,i5,15.6,53174.27
HP,4,256,i5,17.0,48018.96
HP,32,1024,i3,13.3,134662.52
Asus,32,256,i3,15.6,99140.93
HP,8,256,i5,14.0,53179.15
Dell,4,256,i5,13.3,44920.51
Dell,16,256,i7,14.0,83463.34
Acer,4,1024,i7,14.0,84181.33
Dell,8,256,i5,15.6,56053.19
Acer,32,256,i3,17.0,100272.47
Acer,4,256,i3,15.6,30233.56
Lenovo,8,256,i5,14.0,51854.56
Lenovo,8,1024,i5,13.3,85817.44
Dell,4,512,i9,17.0,75820.67
Acer,8,256,i3,15.6,40239.73
Asus,16,256,i3,14.0,59999.1
Asus,4,256,i3,17.0,30515.93
HP,8,1024,i7,15.6,94205.74
Lenovo,16,512,i9,13.3,105973.68
Lenovo,32,1024,i3,15.6,133783.39
Acer,4,1024,i5,13.3,71474.82
Lenovo,16,512,i7,14.0,92782.05
Dell,32,1024,i3,13.3,136215.26
HP,8,256,i5,15.6,51479.15
HP,32,1024,i3,14.0,130128.19
Dell,8,512,i9,13.3,87515.72
HP,4,1024,i3,15.6,63194.95
Asus,32,512,i7,13.3,134069.71
Lenovo,32,512,i9,17.0,148505.23
HP,8,256,i7,14.0,63110.56
Asus,32,256,i3,15.6,99183.19
Acer,16,1024,i7,17.0,119170.42
Lenovo,8,512,i7,13.3,77125.26
Lenovo,32,1024,i5,13.3,141000.04
Acer,8,1024,i7,15.6,97163.23
Lenovo,8,256,i3,14.0,41305.9
HP,32,1024,i5,14.0,141097.83
Dell,8,1024,i3,13.3,72047.1
Acer,32,1024,i7,15.6,155155.07
Asus,32,1024,i7,15.6,158029.16
Dell,16,1024,i5,14.0,105766.9
Acer,8,512,i7,13.3,75407.62
Asus,16,1024,i9,13.3,130993.19
Acer,8,512,i5,13.3,67530.56
HP,32,512,i9,14.0,149825.38
Dell,16,512,i9,17.0,111173.15
Dell,8,512,i7,15.6,79991.11
Asus,32,512,i5,17.0,123849.43
Lenovo,16,512,i5,13.3,87992.77
Asus,32,1024,i7,17.0,153136.69
Lenovo,16,1024,i7,17.0,117900.46
Acer,16,1024,i9,15.6,129539.4
Asus,32,256,i9,13.3,136110.01
Acer,8,512,i3,14.0,53030.93
Asus,32,256,i7,17.0,129655.94
Acer,32,256,i7,15.6,128882.77
Acer,8,512,i5,15.6,66832.85
HP,32,256,i5,17.0,113697.43
Acer,4,512,i7,13.3,68603.6
Lenovo,16,256,i5,13.3,77627.13
Lenovo,8,512,i9,15.6,90443.07
HP,4,256,i3,13.3,33265.87
HP,32,512,i9,13.3,145313.47
Asus,4,256,i3,13.3,31123.73
Asus,32,512,i3,17.0,113966.92
Asus,4,256,i5,15.6,44849.73
Asus,4,512,i5,14.0,53354.56
HP,16,1024,i7,15.6,114386.36
Dell,8,256,i7,14.0,68990.22
Asus,16,1024,i3,14.0,90476.14
Acer,8,1024,i3,17.0,70772.75
Lenovo,32,256,i9,17.0,139780.66
HP,16,256,i7,15.6,88091.08
Acer,32,512,i7,13.3,134672.33
HP,32,1024,i7,13.3,153008.82
Acer,8,256,i3,17.0,40255.3
HP,4,512,i3,13.3,41850.68
Lenovo,4,256,i9,14.0,67964.72
Asus,4,256,i5,13.3,43981.16
Acer,32,512,i3,14.0,114177.47
Lenovo,8,256,i7,17.0,64417.9
HP,32,1024,i7,14.0,153246.56
Acer,32,1024,i7,14.0,155875.43
Lenovo,4,1024,i3,14.0,65440.09
HP,8,256,i3,13.3,40585.19
Asus,8,1024,i7,17.0,98716.72
Asus,8,1024,i3,17.0,70526.69
Dell,4,1024,i3,13.3,59724.16
Dell,16,512,i9,14.0,105320.1
Lenovo,8,256,i3,13.3,41922.82
Acer,4,512,i7,15.6,67056.51
Asus,32,1024,i9,15.6,168541.87
HP,16,1024,i3,13.3,95494.93
HP,32,256,i9,15.6,141886.51
Dell,8,1024,i5,13.3,87295.97
Acer,16,1024,i3,14.0,96577.5
Dell,8,256,i3,15.6,41609.48
HP,16,256,i9,13.3,102048.17
Acer,8,512,i3,13.3,55774.84
Lenovo,32,1024,i9,14.0,172693.9
Acer,32,256,i3,15.6,106105.08
Acer,16,512,i3,17.0,73771.17
Lenovo,32,512,i5,15.6,120657.83
Acer,16,1024,i7,17.0,113531.19
HP,32,1024,i3,15.6,135003.26
Dell,8,256,i9,15.6,77497.5
Dell,8,512,i9,15.6,85156.34
Acer,4,256,i7,15.6,56483.02
Dell,16,256,i9,13.3,94945.97
Lenovo,32,1024,i9,14.0,170517.46
Asus,16,256,i5,15.6,73711.02
Lenovo,32,256,i7,15.6,126597.63
Asus,8,512,i3,17.0,55747.44
Dell,4,1024,i3,13.3,62910.58
Dell,16,1024,i9,13.3,126516.99
Dell,8,1024,i9,17.0,109241.87
HP,8,1024,i5,15.6,82139.0
Acer,8,256,i5,14.0,55041.75
Dell,32,512,i7,17.0,134163.61
Acer,16,256,i3,14.0,65055.43
Acer,4,256,i7,14.0,58444.13
Lenovo,16,1024,i9,17.0,130200.38
Lenovo,32,256,i7,14.0,129348.29
HP,8,512,i5,14.0,63301.21
Dell,8,1024,i5,14.0,88518.99
HP,8,256,i5,13.3,52030.73
Asus,16,1024,i9,13.3,131872.99
Dell,32,1024,i7,14.0,156089.17
Asus,8,512,i5,17.0,61530.02
Acer,16,1024,i3,17.0,89235.41
Acer,8,512,i3,13.3,51092.52
Lenovo,16,1024,i9,13.3,125226.72
Dell,16,1024,i5,13.3,107798.45
Dell,4,512,i9,13.3,78976.22
Lenovo,8,512,i7,13.3,74105.73
Lenovo,4,512,i9,13.3,79004.97
Acer,8,1024,i7,17.0,99386.68
Acer,4,256,i5,15.6,41366.71
Asus,4,256,i3,14.0,30013.34
Lenovo,8,256,i3,14.0,42579.62
Asus,32,512,i5,17.0,127946.88
Lenovo,32,256,i9,14.0,139833.25
Lenovo,16,256,i9,15.6,97640.18
Asus,8,1024,i7,15.6,99715.94
Dell,16,256,i5,14.0,76322.85
HP,32,1024,i9,15.6,169843.19
Asus,32,256,i3,15.6,106150.29
Acer,16,1024,i3,13.3,96481.86
Dell,4,512,i9,13.3,78510.29
Lenovo,4,1024,i9,17.0,100483.09
Dell,8,256,i5,17.0,52735.45
HP,4,512,i7,13.3,67785.29
HP,32,512,i5,13.3,127775.49
HP,32,512,i9,14.0,152400.0
Dell,32,256,i5,17.0,112745.93
Lenovo,4,256,i5,13.3,41533.7
Dell,4,256,i3,15.6,32055.84
Asus,32,512,i7,14.0,133147.78
Acer,4,512,i9,13.3,80642.81
Acer,8,256,i5,14.0,53696.65
Asus,16,512,i5,14.0,86953.48
Dell,16,1024,i5,17.0,101940.81
Dell,4,256,i5,14.0,42201.35
Dell,8,256,i5,17.0,57851.23
Dell,4,256,i9,13.3,65602.06
Lenovo,16,1024,i7,17.0,112999.29
Asus,8,256,i9,17.0,82004.39
Asus,32,512,i5,13.3,127019.57
Dell,4,512,i9,15.6,80406.39
Acer,32,256,i7,15.6,124377.13
Asus,8,1024,i3,14.0,73204.09
Lenovo,8,256,i3,15.6,42635.65
HP,16,512,i3,17.0,73752.72
Acer,32,256,i3,13.3,98759.03
Dell,4,1024,i7,15.6,84364.89
Lenovo,8,512,i5,14.0,68291.72
Asus,4,256,i3,14.0,30742.69
HP,16,1024,i9,13.3,127723.81
Acer,32,256,i5,15.6,116199.7
HP,32,256,i5,14.0,112938.25
Acer,32,1024,i9,13.3,172647.3
Dell,4,512,i3,17.0,40106.96
Asus,8,512,i5,15.6,65501.45
Asus,8,256,i9,14.0,79375.78
Dell,32,1024,i3,17.0,136000.77
HP,16,512,i5,13.3,87724.42
Asus,32,512,i9,17.0,145728.54
Lenovo,32,512,i7,17.0,133227.71
Acer,8,512,i9,14.0,84718.39
HP,8,256,i5,13.3,57595.09
Lenovo,16,512,i5,14.0,87019.73
Asus,4,1024,i5,13.3,77482.5
Lenovo,4,256,i3,17.0,33019.9
HP,16,1024,i7,13.3,116821.09
Asus,16,1024,i3,15.6,89749.97
Acer,32,256,i9,13.3,139049.41
HP,8,1024,i5,17.0,84194.38
Dell,16,256,i3,15.6,62256.27
Acer,16,1024,i5,17.0,105378.03
Asus,4,512,i3,15.6,42179.58
Acer,8,1024,i7,13.3,100955.61
HP,4,512,i7,15.6,65606.35
Acer,32,512,i9,15.6,145317.13
Asus,16,256,i3,14.0,65441.98
HP,16,512,i9,13.3,104893.37
Lenovo,4,512,i5,13.3,56366.33
HP,4,512,i3,14.0,41735.65
Lenovo,8,256,i7,17.0,64377.84
Acer,32,1024,i7,13.3,156889.11
Dell,16,512,i7,14.0,100148.57
Acer,8,1024,i7,14.0,96360.3
Dell,8,512,i9,13.3,86671.24
Dell,32,512,i7,15.6,133226.77
Lenovo,16,256,i9,15.6,94499.19
HP,8,256,i7,15.6,64951.17
HP,8,256,i3,13.3,42295.38
Asus,4,256,i9,13.3,71155.17
HP,16,512,i9,13.3,110112.86
Lenovo,16,1024,i5,13.3,108292.49
Acer,16,1024,i5,13.3,104106.2
Acer,4,1024,i9,17.0,97394.24
Lenovo,8,256,i5,15.6,50444.94
Acer,8,256,i3,17.0,46145.6
Lenovo,16,256,i7,17.0,89605.15
Lenovo,16,256,i7,17.0,84751.82
Lenovo,4,256,i5,17.0,46062.13
HP,8,256,i9,14.0,74263.27
HP,4,256,i7,15.6,58065.58
HP,8,512,i9,15.6,90669.05
Lenovo,16,256,i7,13.3,87604.69
Lenovo,32,1024,i7,15.6,155233.21
Lenovo,32,512,i5,14.0,127517.21
Asus,4,1024,i7,13.3,86084.97
Asus,32,1024,i7,15.6,160261.07
Dell,4,512,i7,13.3,67397.81
Acer,16,1024,i5,17.0,103690.71
Asus,4,1024,i3,14.0,65454.89
Asus,32,1024,i7,17.0,158171.85
HP,16,256,i5,14.0,76227.09
Acer,8,512,i3,13.3,51073.18
Dell,8,256,i5,17.0,50825.38
Acer,4,512,i9,13.3,80959.37
HP,16,512,i3,15.6,71845.77
HP,8,256,i3,15.6,45856.0
Asus,4,1024,i7,13.3,86213.7
Lenovo,16,256,i7,13.3,84563.88
Acer,32,256,i3,14.0,103377.62
Lenovo,32,512,i3,15.6,115488.3
Dell,32,1024,i9,15.6,168727.92
HP,8,1024,i3,15.6,73726.12
Lenovo,32,256,i7,14.0,125842.5
Dell,32,512,i7,14.0,133660.61
Acer,16,256,i7,14.0,87491.84
Lenovo,4,256,i3,15.6,28941.03
HP,16,1024,i7,14.0,119379.8
Dell,16,1024,i3,13.3,96096.65
HP,8,512,i3,17.0,49990.95
Dell,16,512,i3,17.0,73143.02
HP,4,512,i9,13.3,80264.45
Acer,32,1024,i3,14.0,136953.46
Asus,32,1024,i5,14.0,142632.39
Dell,32,512,i7,17.0,135240.52
HP,16,512,i3,13.3,73267.28
Acer,16,1024,i3,13.3,93987.91
Asus,16,256,i7,17.0,90129.24
Asus,4,512,i7,13.3,64082.85
Dell,16,512,i7,13.3,96256.76
Dell,16,256,i3,17.0,61330.59
Acer,16,1024,i9,13.3,130660.54
HP,4,256,i7,17.0,57593.08
Dell,8,1024,i9,13.3,105919.77
HP,32,1024,i5,15.6,142722.54
Dell,32,512,i3,14.0,115726.85
Asus,32,256,i7,13.3,125520.5
Asus,32,512,i3,13.3,108560.01
Dell,8,256,i3,17.0,39136.1
Acer,32,1024,i5,14.0,144421.43
Dell,4,512,i3,14.0,43429.85
Lenovo,8,512,i5,15.6,67315.07
HP,32,512,i5,13.3,123336.82
Dell,4,1024,i3,15.6,59653.97
Lenovo,16,256,i5,14.0,72811.57
Dell,4,1024,i9,17.0,100903.78
Lenovo,16,1024,i3,14.0,92433.51
Dell,4,1024,i9,15.6,95207.5
Dell,8,1024,i7,13.3,98785.25
Lenovo,8,256,i3,15.6,41300.05
Asus,8,256,i9,13.3,77561.21
Lenovo,16,1024,i9,17.0,129023.08
Lenovo,16,256,i9,14.0,100067.06
HP,4,512,i7,14.0,68043.39
Asus,32,512,i5,17.0,127706.33
HP,8,1024,i5,13.3,81215.89
Lenovo,8,256,i9,15.6,80723.26
HP,8,512,i7,14.0,77131.81
Lenovo,32,1024,i9,15.6,170314.69
Lenovo,16,1024,i3,15.6,90751.38
HP,32,1024,i7,13.3,155438.56
