Weight,Duration,HeartRate,ExerciseType,Calories
86.95,24.49,168.37,Cycling,214.82
53.23,86.97,158.91,Cycling,573.3
66.05,53.37,114.11,Running,475.75
67.55,88.05,94.8,Walking,398.19
75.01,59.5,116.03,Cycling,385.64
66.88,85.57,91.03,Cycling,543.02
99.72,13.65,128.01,Walking,94.64
63.63,65.35,106.18,Cycling,443.59
78.51,52.9,115.66,Walking,247.18
69.42,48.73,141.96,Cycling,351.63
94.2,16.62,122.38,Cycling,132.53
76.87,44.34,137.75,Running,391.22
69.77,14.79,166.99,Walking,127.35
53.96,15.55,160.58,Cycling,133.38
90.45,29.46,164.61,Walking,180.23
75.15,72.08,119.89,Walking,330.74
75.42,88.79,153.56,Cycling,581.88
79.36,38.39,127.65,Cycling,289.12
61.71,25.06,167.02,Walking,169.89
56.44,68.57,115.45,Walking,326.68
71.45,20.56,141.0,Running,214.89
64.14,23.26,162.76,Running,251.21
65.84,85.82,106.11,Cycling,558.53
90.9,29.87,145.07,Cycling,235.18
94.45,82.72,159.76,Running,707.0
99.04,22.8,153.85,Cycling,186.28
84.46,22.82,113.03,Cycling,188.29
61.68,49.24,95.99,Walking,229.49
95.15,54.96,118.99,Running,479.29
79.94,55.97,135.75,Cycling,387.32
67.12,74.75,164.83,Walking,352.82
72.07,49.29,97.82,Cycling,340.93
72.34,45.97,91.79,Running,394.96
75.89,54.64,154.06,Running,481.46
55.62,25.49,151.79,Running,263.62
54.19,15.18,113.1,Walking,87.24
75.94,63.02,160.85,Cycling,443.41
74.72,23.8,156.96,Walking,147.32
91.06,64.27,98.41,Walking,297.0
80.78,24.88,100.47,Cycling,200.08
91.85,60.58,149.19,Walking,303.6
87.05,66.56,117.42,Walking,321.98
97.52,45.07,98.78,Running,405.39
98.31,84.03,163.46,Cycling,568.48
94.16,54.33,95.69,Walking,244.6
50.59,27.92,96.55,Cycling,207.09
51.84,32.51,138.48,Running,305.73
88.77,68.35,118.1,Walking,307.36
87.8,47.4,158.96,Walking,252.65
75.59,41.33,150.75,Cycling,311.33
93.16,69.52,147.2,Running,597.14
86.87,60.24,133.03,Cycling,411.86
74.87,61.08,154.48,Running,551.3
66.64,48.96,154.7,Cycling,340.15
91.05,28.74,97.23,Cycling,209.39
93.38,12.19,161.88,Walking,102.21
66.17,75.87,148.68,Walking,369.36
93.08,36.35,101.99,Running,319.69
71.98,70.17,157.31,Walking,322.14
97.39,21.44,116.01,Walking,137.36
71.54,70.35,143.87,Walking,343.07
61.78,24.86,156.75,Walking,147.21
90.86,11.98,166.91,Cycling,119.64
79.81,40.74,125.71,Walking,204.72
91.21,20.35,118.81,Cycling,161.61
78.3,82.15,145.58,Running,710.98
81.06,69.01,107.64,Walking,329.52
71.17,17.18,128.84,Walking,117.28
57.71,25.95,122.7,Walking,135.69
71.73,83.21,132.23,Running,711.03
74.36,81.06,106.97,Walking,372.9
71.42,38.79,108.22,Walking,191.59
69.2,59.68,104.63,Walking,290.3
90.19,17.17,116.1,Running,188.68
64.68,76.65,111.09,Cycling,513.74
77.01,83.96,169.68,Running,731.91
56.11,17.32,136.34,Cycling,163.05
85.62,64.32,162.38,Running,578.7
85.18,54.28,127.29,Running,472.3
65.35,49.65,90.82,Walking,226.53
88.06,29.01,113.44,Cycling,204.15
58.94,85.35,157.02,Walking,400.39
85.33,20.98,115.75,Cycling,166.86
52.19,49.88,115.79,Running,435.81
60.21,78.19,153.78,Running,668.47
87.87,67.61,159.16,Cycling,454.88
52.22,38.93,121.09,Running,360.61
66.34,89.05,132.62,Walking,398.16
69.6,37.9,118.65,Cycling,258.52
60.02,77.1,149.11,Walking,347.44
97.03,43.19,90.99,Cycling,304.05
83.98,76.17,145.66,Cycling,501.43
66.28,53.95,109.17,Cycling,371.27
93.01,18.14,133.34,Running,196.88
76.01,70.06,132.83,Running,613.82
75.05,84.82,100.7,Running,709.08
74.9,71.29,133.8,Cycling,472.32
59.07,73.16,135.77,Running,631.65
76.65,40.44,134.89,Running,382.22
58.62,82.77,120.35,Running,695.01
58.11,48.09,125.26,Running,413.93
60.14,26.17,103.11,Running,260.34
62.23,83.06,148.56,Cycling,553.33
54.56,72.52,91.87,Cycling,477.09
86.3,29.84,133.45,Running,283.99
61.33,49.09,145.74,Cycling,352.73
99.83,74.48,169.56,Walking,344.64
84.63,22.65,152.53,Running,228.47
96.17,71.91,150.71,Running,622.87
99.58,39.66,155.13,Walking,206.25
92.37,81.58,109.74,Walking,376.47
98.62,26.72,146.82,Walking,169.97
55.48,77.8,112.81,Running,672.47
69.61,19.42,169.28,Running,200.69
99.5,41.16,159.75,Running,382.15
59.08,62.14,114.62,Walking,277.51
75.91,36.96,144.65,Running,346.3
55.56,80.33,121.75,Cycling,511.72
53.99,35.31,95.44,Walking,163.04
56.11,52.11,121.42,Running,470.34
63.78,78.01,103.8,Walking,361.6
73.84,80.29,133.49,Running,695.88
53.56,61.8,105.41,Cycling,417.37
80.91,62.65,113.63,Walking,300.51
68.76,43.58,165.77,Cycling,309.2
50.44,64.05,109.83,Running,535.85
94.51,23.78,129.31,Cycling,201.93
54.63,18.24,136.16,Walking,117.38
51.15,80.48,92.39,Walking,357.94
76.84,19.38,98.12,Running,181.4
61.94,28.04,126.63,Walking,168.79
59.02,83.28,153.77,Walking,383.96
59.87,89.89,107.27,Running,756.54
63.89,34.63,114.81,Cycling,234.63
73.84,58.21,137.63,Running,503.47
58.37,68.62,131.32,Running,605.83
61.69,51.29,122.87,Running,446.89
58.26,59.78,168.34,Running,527.98
88.23,83.31,145.17,Walking,378.94
51.18,45.64,168.11,Running,435.14
77.43,70.98,148.03,Cycling,476.66
60.3,12.95,103.76,Cycling,103.02
72.99,41.15,114.92,Cycling,282.64
74.88,54.71,169.56,Walking,281.68
78.96,57.42,164.41,Walking,284.78
80.4,88.51,95.46,Running,745.19
63.08,62.0,100.72,Cycling,422.23
97.06,78.27,92.0,Running,658.32
69.23,10.86,162.51,Walking,94.32
52.42,21.76,95.77,Walking,110.92
72.09,39.45,142.16,Running,358.72
71.93,17.68,100.7,Walking,108.11
98.85,64.38,136.63,Cycling,428.29
64.13,19.64,119.16,Running,186.61
65.24,17.13,95.42,Running,175.76
62.43,28.21,97.03,Walking,135.87
94.32,43.02,90.75,Cycling,282.64
64.52,41.87,134.64,Cycling,301.87
50.64,58.52,156.66,Running,530.61
65.99,84.74,116.59,Running,717.75
93.48,22.58,92.84,Cycling,179.05
59.88,37.0,115.26,Running,341.19
58.36,64.73,161.39,Running,567.64
61.41,23.13,130.65,Walking,133.74
70.45,20.14,141.29,Running,196.65
77.79,23.22,169.1,Cycling,193.98
71.43,87.22,122.17,Cycling,574.09
94.87,20.26,144.63,Walking,140.77
58.33,59.21,107.44,Running,522.94
87.08,23.12,91.96,Walking,141.91
63.17,24.92,155.42,Running,256.77
91.74,15.87,169.27,Walking,119.01
99.88,25.88,165.47,Cycling,224.23
90.5,18.64,119.14,Walking,106.43
89.8,28.57,159.34,Running,284.18
98.74,49.95,121.69,Cycling,341.83
97.5,27.74,130.47,Running,257.16
67.73,75.47,130.5,Cycling,488.5
95.68,49.62,110.39,Cycling,338.34
79.14,56.8,147.35,Cycling,381.62
64.56,67.21,111.34,Cycling,444.88
61.32,61.81,90.89,Walking,280.87
63.32,82.58,154.25,Cycling,562.99
92.79,52.98,143.82,Walking,270.68
73.3,78.25,112.13,Running,653.13
93.34,73.73,140.16,Walking,344.75
83.82,51.42,139.47,Walking,249.39
89.51,46.73,168.84,Cycling,345.98
68.91,52.37,132.67,Cycling,349.33
98.01,41.05,117.95,Walking,206.61
99.26,72.39,106.0,Walking,325.83
77.91,36.39,100.17,Running,331.23
67.46,78.91,128.46,Cycling,516.1
73.05,65.95,104.64,Walking,292.05
71.59,32.31,94.91,Cycling,223.15
72.57,36.8,152.64,Walking,193.43
71.28,20.22,125.34,Walking,121.18
62.38,49.98,103.44,Running,444.55
75.18,40.58,147.07,Running,390.91
76.42,22.71,132.03,Cycling,172.69
86.98,57.17,167.52,Cycling,389.64
57.26,50.13,150.83,Cycling,356.09
62.04,18.88,122.86,Walking,120.12
64.79,70.2,113.38,Running,600.19
96.64,19.23,117.55,Cycling,149.62
99.02,76.21,130.35,Cycling,506.54
84.69,47.02,131.71,Cycling,321.66
81.88,21.39,94.79,Running,210.8
82.63,61.48,100.9,Running,542.79
59.6,21.88,150.42,Cycling,168.59
69.88,48.57,140.58,Cycling,346.66
69.07,18.28,158.79,Running,194.95
73.36,62.81,116.43,Running,558.39
70.86,41.47,168.36,Walking,227.24
58.79,36.22,158.07,Walking,204.22
52.24,39.75,129.63,Running,354.22
56.74,65.73,159.13,Running,576.14
83.8,58.05,162.25,Walking,282.86
53.78,34.4,158.1,Cycling,252.45
74.54,35.14,108.12,Cycling,242.84
73.86,46.57,156.3,Walking,227.69
68.97,11.06,139.44,Cycling,100.4
86.59,74.47,90.51,Cycling,496.42
60.05,84.25,138.77,Walking,395.87
84.44,63.75,162.82,Running,579.36
55.58,55.15,160.38,Cycling,370.07
75.19,44.56,94.66,Cycling,310.3
67.46,81.83,160.58,Walking,396.26
74.14,35.26,103.12,Walking,170.96
88.06,85.44,168.32,Walking,409.16
64.5,53.1,119.81,Running,462.89
81.46,86.68,120.76,Cycling,563.57
62.6,17.64,145.34,Walking,125.28
78.25,81.47,106.88,Cycling,539.72
92.81,66.01,145.13,Walking,310.54
51.92,89.93,102.45,Cycling,575.47
69.35,67.74,94.46,Running,566.85
60.69,55.51,129.55,Running,475.55
50.66,53.03,112.39,Running,449.23
92.01,33.6,114.36,Cycling,247.84
71.31,71.15,113.7,Walking,325.81
56.15,70.48,92.75,Running,610.38
58.37,45.01,156.57,Cycling,307.88
81.95,48.81,98.23,Walking,226.71
51.68,85.27,145.4,Walking,384.29
88.74,76.02,108.12,Running,646.85
62.45,37.56,135.34,Cycling,286.46
61.87,12.31,90.19,Running,140.53
60.09,23.17,125.63,Running,231.9
64.5,85.54,161.12,Walking,394.99
69.35,28.3,122.51,Walking,168.29
61.75,42.15,151.92,Cycling,310.69
70.3,23.09,96.18,Walking,127.03
69.08,36.54,110.84,Running,319.88
77.22,17.21,107.09,Walking,108.32
71.27,61.18,162.94,Cycling,420.47
61.44,43.41,106.1,Walking,211.64
99.35,42.42,150.04,Running,395.55
62.78,16.81,149.68,Cycling,158.55
52.53,49.77,122.55,Running,437.64
68.82,62.78,154.24,Cycling,439.63
81.72,17.91,125.02,Walking,108.15
94.16,82.35,133.0,Cycling,539.94
90.83,24.54,150.4,Running,242.06
73.21,44.64,140.11,Running,403.99
96.28,57.87,104.44,Running,502.61
67.96,28.88,136.89,Cycling,223.56
58.52,52.64,99.85,Walking,250.59
56.97,53.25,154.38,Walking,276.87
68.13,23.69,127.16,Running,225.72
78.95,84.21,151.22,Running,722.98
74.39,58.22,152.71,Walking,276.2
90.73,33.24,138.0,Cycling,263.4
93.64,11.0,119.85,Cycling,105.48
70.92,34.1,161.6,Running,328.15
79.19,24.62,164.53,Cycling,196.03
99.74,65.17,92.74,Cycling,436.48
58.91,44.4,153.31,Walking,220.3
67.63,82.32,154.59,Cycling,546.78
60.11,55.63,128.94,Walking,265.84
77.07,19.12,155.17,Walking,125.3
92.08,78.79,167.99,Running,693.94
89.95,67.82,151.03,Walking,335.47
57.05,72.68,140.51,Walking,352.39
52.31,25.67,98.79,Walking,141.02
59.42,26.66,151.42,Running,272.2
73.78,59.8,111.11,Walking,283.56
95.27,20.23,164.69,Walking,145.91
87.65,43.6,169.09,Cycling,317.02
50.39,65.73,118.26,Walking,289.58
64.57,17.31,138.31,Walking,121.51
51.93,61.12,121.36,Running,519.8
70.6,53.94,117.21,Cycling,368.5
81.69,39.78,128.28,Walking,202.75
77.75,87.49,142.51,Walking,395.01
63.01,30.98,94.63,Running,274.17
77.06,10.52,91.95,Cycling,94.79
58.42,63.17,150.66,Cycling,425.26
73.58,55.27,108.17,Cycling,374.99
69.68,80.18,147.98,Running,692.18
93.67,52.17,97.8,Walking,234.25
83.46,28.39,142.56,Cycling,212.14
51.27,14.77,119.38,Running,156.35
99.27,83.01,104.97,Cycling,535.34
61.57,42.06,115.39,Running,372.19
94.99,35.75,98.32,Running,316.34
81.09,40.41,163.25,Cycling,287.33
99.43,15.85,142.22,Cycling,141.66
66.44,61.38,95.4,Running,521.82
83.86,11.97,145.94,Running,157.5
70.96,45.56,134.76,Walking,230.71
97.98,66.46,123.71,Running,567.72
86.29,22.37,119.7,Walking,134.33
68.45,59.23,102.24,Running,511.05
62.42,57.24,149.43,Cycling,401.73
72.77,68.81,100.82,Walking,322.79
72.88,21.8,124.88,Walking,140.16
72.96,40.88,112.08,Cycling,299.76
70.45,61.35,103.9,Cycling,400.18
59.05,82.28,165.19,Running,707.93
72.79,68.59,126.59,Cycling,452.34
61.82,49.08,95.38,Walking,220.91
80.54,22.04,168.01,Running,245.66
63.74,43.09,163.43,Cycling,301.29
52.55,58.54,169.14,Walking,276.33
87.83,17.86,100.57,Running,193.86
50.02,16.62,162.66,Running,175.4
62.2,29.37,155.28,Running,294.66
93.59,51.74,94.34,Walking,258.7
55.5,81.5,119.91,Running,685.72
78.88,82.08,92.98,Walking,361.54
60.61,69.55,116.36,Running,609.02
79.99,89.65,93.52,Cycling,563.6
51.01,63.63,116.78,Walking,300.59
65.72,46.57,162.81,Cycling,344.66
93.28,64.45,126.51,Cycling,422.21
92.55,87.31,113.1,Walking,398.81
80.1,67.36,154.89,Running,594.36
63.73,86.92,139.53,Walking,391.24
58.14,64.43,146.97,Running,578.16
59.03,22.37,142.88,Walking,136.14
51.7,36.68,136.1,Running,328.54
72.14,72.26,104.5,Running,610.45
95.68,17.87,126.31,Cycling,163.58
54.92,74.61,125.9,Cycling,478.73
55.79,37.28,133.14,Running,345.1
72.51,49.86,98.24,Running,444.04
55.83,84.5,90.08,Cycling,526.09
51.29,71.15,106.1,Running,611.42
71.9,16.89,169.2,Walking,133.94
87.69,50.43,163.28,Cycling,347.17
92.24,19.73,106.42,Running,212.87
82.78,26.26,152.59,Walking,154.05
86.63,28.74,139.06,Walking,178.47
93.25,38.5,113.48,Walking,195.01
51.29,15.86,110.5,Cycling,128.89
64.66,29.68,92.31,Cycling,219.97
62.52,74.49,148.03,Running,658.97
77.43,23.42,134.2,Walking,134.71
88.87,22.71,133.88,Cycling,171.21
56.65,63.97,107.08,Walking,284.6
58.09,31.39,93.78,Running,290.37
77.28,75.94,148.17,Running,669.21
63.68,45.06,163.36,Cycling,331.16
78.95,87.69,128.9,Running,740.86
61.84,88.53,100.27,Walking,393.22
93.54,50.17,142.7,Running,454.47
60.2,46.86,155.54,Walking,250.35
80.73,19.43,111.27,Running,200.7
56.38,26.19,97.16,Cycling,181.88
67.94,60.78,125.79,Running,518.57
60.95,80.1,91.24,Running,664.08
99.85,51.27,121.4,Running,456.37
87.51,28.26,100.61,Walking,148.9
65.12,62.33,159.55,Cycling,422.24
56.85,29.39,136.6,Cycling,215.01
52.23,54.55,143.49,Walking,251.85
56.97,32.29,118.71,Cycling,243.41
70.25,78.09,139.3,Walking,354.01
59.72,72.28,98.14,Cycling,479.13
71.23,85.8,120.75,Cycling,547.08
86.73,58.61,106.11,Cycling,384.61
53.8,49.73,136.19,Walking,259.22
62.81,44.22,121.06,Running,400.02
68.41,55.43,101.83,Cycling,371.88
61.36,69.59,136.12,Walking,327.29
80.76,45.51,153.69,Walking,242.02
52.49,84.78,129.49,Cycling,553.3
79.27,30.47,102.26,Cycling,209.62
82.91,61.61,130.16,Running,532.4
70.14,40.46,117.76,Cycling,291.81
70.89,57.75,110.38,Running,490.49
63.91,55.21,160.48,Running,495.21
73.1,32.03,114.26,Running,301.73
96.01,48.86,123.27,Cycling,326.39
59.43,88.66,91.13,Running,737.31
92.29,85.73,119.18,Running,719.86
57.32,63.2,168.76,Walking,301.96
82.21,23.48,129.51,Running,228.07
66.96,11.04,146.1,Running,151.24
90.54,50.61,106.92,Running,434.12
54.75,77.57,95.45,Running,643.98
69.53,26.35,151.89,Running,275.97
68.23,82.53,91.95,Running,689.61
94.3,59.89,93.77,Cycling,399.65
93.19,77.17,168.16,Cycling,522.33
88.41,34.1,130.11,Walking,181.85
70.4,56.05,131.44,Walking,261.11
62.28,77.37,134.92,Cycling,520.75
99.03,12.43,126.53,Running,147.9
68.0,79.33,104.32,Cycling,518.17
54.65,36.77,166.2,Walking,208.71
64.19,50.56,111.74,Cycling,358.08
68.72,89.47,110.78,Walking,402.39
53.9,80.19,118.88,Walking,358.43
66.31,21.48,152.36,Running,222.12
87.63,23.08,113.55,Walking,133.94
77.6,59.09,129.34,Cycling,396.73
50.03,35.17,137.73,Walking,201.88
77.05,34.49,96.91,Running,313.71
53.18,13.3,117.56,Cycling,123.56
65.86,16.39,166.84,Cycling,155.84
72.42,81.98,97.06,Walking,378.7
85.27,40.76,148.74,Walking,208.75
77.74,87.4,95.14,Cycling,555.38
97.08,33.72,98.65,Walking,169.18
54.14,24.98,118.54,Running,226.31
89.13,58.82,100.38,Cycling,392.19
86.13,29.72,147.57,Cycling,242.05
87.81,16.63,142.69,Walking,110.3
89.56,21.8,136.92,Walking,145.75
99.08,86.93,130.01,Walking,398.49
94.92,16.16,138.33,Cycling,142.67
76.92,79.98,136.18,Running,698.25
96.55,47.1,113.63,Running,419.19
85.02,68.17,151.62,Running,607.99
67.28,63.66,90.77,Cycling,416.23
70.36,27.85,163.69,Running,274.76
72.68,84.29,106.71,Cycling,552.71
79.73,19.4,146.87,Walking,138.83
99.36,55.36,139.07,Cycling,376.53
91.22,88.14,136.81,Walking,407.06
81.5,78.55,108.98,Running,679.82
77.02,25.29,154.76,Walking,144.9
72.65,68.22,128.26,Cycling,469.16
78.18,83.45,107.45,Walking,375.85
61.82,13.87,167.52,Walking,116.02
94.45,52.24,139.34,Cycling,350.85
92.88,73.45,123.64,Running,624.04
88.81,82.76,100.14,Cycling,538.54
89.97,45.87,140.58,Running,407.36
91.0,50.53,151.13,Running,464.59
86.51,40.18,156.5,Walking,206.67
60.99,88.79,146.15,Running,768.18
73.27,66.68,166.62,Cycling,451.98
96.58,58.36,98.71,Cycling,381.88
63.04,56.86,95.25,Cycling,388.92
57.66,77.64,127.73,Cycling,496.71
78.24,61.86,128.09,Cycling,429.12
94.75,41.83,103.07,Running,383.44
80.03,80.67,114.72,Walking,363.23
68.65,89.83,167.83,Cycling,596.24
88.41,28.29,112.76,Running,270.09
60.02,66.23,131.12,Running,570.04
59.79,39.02,143.29,Running,358.58
88.49,44.7,151.29,Walking,244.42
58.79,63.92,99.48,Walking,276.43
65.79,20.59,118.9,Walking,135.76
95.13,24.34,134.33,Walking,135.95
90.51,39.34,105.71,Running,361.8
94.1,86.61,129.93,Running,729.57
56.47,38.34,102.51,Running,355.2
99.87,57.58,91.79,Running,487.23
77.05,45.66,138.13,Walking,242.16
95.62,60.64,150.89,Running,538.99
96.6,76.33,138.32,Cycling,520.44
82.58,52.73,122.97,Running,464.4
78.05,26.28,149.5,Running,264.31
60.64,21.27,132.67,Cycling,159.42
73.94,64.55,131.6,Cycling,427.95
88.13,31.49,168.92,Walking,170.74
85.38,43.85,129.96,Walking,229.12
94.69,81.28,132.32,Cycling,540.06
63.07,69.15,118.94,Cycling,463.78
76.0,88.38,95.35,Cycling,571.08
81.29,54.68,105.49,Cycling,361.23
59.19,22.42,151.5,Walking,128.17
99.75,54.91,111.78,Walking,276.09
90.94,80.17,133.87,Cycling,542.87
88.87,20.26,104.85,Cycling,148.36
65.33,84.71,94.25,Running,702.27
58.6,36.8,141.96,Walking,204.27
61.28,72.4,110.78,Running,630.38
93.28,53.41,166.42,Walking,277.23
53.41,82.05,159.7,Walking,389.64
97.87,77.74,98.0,Cycling,515.24
76.07,21.6,169.21,Running,223.52
60.68,62.01,140.31,Walking,293.96
78.97,48.04,95.4,Walking,235.53
78.87,32.88,96.63,Cycling,222.78
52.43,36.19,165.98,Walking,213.87
66.54,82.41,147.09,Cycling,546.62
62.54,45.56,93.8,Walking,211.63
76.61,13.78,110.38,Walking,95.1
63.51,67.07,152.56,Walking,324.05
98.67,32.58,102.11,Cycling,236.89
63.0,26.98,143.1,Cycling,215.15
51.72,33.4,111.52,Running,312.97
95.8,69.46,126.53,Cycling,452.88
88.34,12.88,127.68,Walking,104.17
78.51,23.68,100.81,Walking,143.98
89.07,74.37,149.62,Walking,364.4
65.75,50.19,159.66,Walking,248.01
90.75,56.25,157.12,Walking,270.99
80.49,18.11,156.85,Cycling,168.88
54.81,35.38,157.33,Cycling,261.53
62.07,37.89,104.61,Running,337.06
75.58,43.16,167.03,Running,401.26
73.56,32.7,139.72,Running,315.39
81.6,84.67,158.84,Cycling,573.12
54.36,43.28,124.48,Cycling,298.72
70.32,35.76,124.16,Running,336.52
98.22,61.51,119.92,Running,546.63
73.8,46.31,159.73,Walking,234.31
98.87,78.91,134.61,Running,695.35
87.46,82.18,100.4,Running,690.7
86.84,84.52,124.29,Cycling,541.06
97.17,17.95,129.07,Running,192.38
80.7,29.82,109.17,Running,288.1
50.74,24.43,124.39,Walking,135.45
50.16,85.94,140.2,Cycling,569.91
65.73,35.57,160.39,Cycling,253.9
69.04,20.87,137.39,Cycling,158.71
70.71,10.61,160.02,Walking,96.95
84.22,89.82,152.43,Cycling,593.65
64.66,74.32,148.31,Running,649.36
56.99,67.44,142.27,Cycling,451.27
72.3,67.27,160.35,Walking,337.9
74.36,77.14,124.24,Running,675.94
73.97,86.44,100.04,Walking,373.14
72.47,76.47,150.72,Running,661.39
70.54,49.57,140.34,Walking,259.59
99.4,48.33,108.31,Walking,228.43
95.01,73.78,140.18,Walking,348.23
73.71,70.44,160.35,Running,616.29
98.92,47.06,146.82,Cycling,340.93
92.09,70.84,142.43,Running,620.06
93.16,40.56,145.74,Running,379.25
70.12,24.54,101.26,Walking,129.87
94.36,25.08,130.11,Walking,145.55
95.32,87.5,108.03,Cycling,554.69
89.7,11.39,114.69,Running,139.65
98.59,79.43,163.05,Cycling,531.56
83.2,76.05,102.38,Cycling,490.26
57.52,14.96,133.79,Walking,102.47
92.98,88.87,103.42,Cycling,567.23
98.59,86.99,159.28,Walking,414.01
88.45,30.64,99.04,Running,298.07
70.42,71.06,118.14,Walking,312.42
84.0,41.46,141.05,Walking,230.69
81.95,29.43,123.15,Cycling,235.03
70.5,36.6,169.67,Cycling,285.6
88.66,76.86,158.94,Running,680.66
77.42,17.77,140.17,Cycling,149.21
94.69,55.43,90.86,Cycling,380.38
95.34,42.94,109.18,Cycling,289.93
79.39,69.75,91.36,Cycling,459.54
77.25,46.18,141.1,Running,418.08
57.91,11.85,119.81,Running,143.68
78.3,57.24,120.86,Cycling,382.33
78.92,81.4,138.06,Cycling,551.54
82.38,83.03,119.04,Running,709.53
64.65,49.58,168.16,Cycling,341.05
96.75,41.61,125.35,Walking,214.35
66.18,40.67,150.74,Cycling,308.84
75.28,35.98,165.03,Walking,211.32
97.58,72.47,114.03,Walking,327.53
86.17,62.96,98.4,Walking,295.52
61.09,24.67,92.8,Walking,135.63
79.79,58.23,129.28,Walking,293.74
86.05,37.17,123.12,Running,334.03
81.44,52.67,99.1,Cycling,340.3
50.83,84.57,149.91,Running,731.7
54.18,37.28,145.97,Running,347.09
51.23,52.42,151.26,Cycling,360.66
60.32,47.71,167.05,Running,440.41
72.18,51.56,98.43,Cycling,332.66
79.69,71.31,101.54,Cycling,466.95
97.0,84.85,116.5,Walking,376.28
95.67,81.43,123.0,Running,707.43
86.85,70.74,155.76,Running,613.47
74.17,55.94,107.37,Walking,275.45
67.95,27.84,105.89,Running,262.13
63.24,57.86,98.2,Running,489.53
52.54,40.82,93.21,Running,374.75
53.75,26.1,161.45,Cycling,201.04
59.29,77.56,147.6,Walking,353.06
81.04,46.12,98.51,Walking,229.93
61.97,59.14,101.3,Walking,269.08
61.15,69.66,125.7,Walking,314.52
68.46,55.93,136.09,Cycling,393.77
56.05,88.59,124.8,Running,740.01
93.72,29.68,160.36,Walking,182.82
55.51,72.7,126.28,Walking,328.26
75.63,71.93,155.88,Walking,349.11
77.64,87.37,124.72,Running,756.16
95.38,37.0,140.0,Running,351.65
83.99,37.27,100.62,Running,332.77
83.65,64.22,134.34,Cycling,433.82
99.41,35.73,143.88,Running,349.1
89.86,54.12,94.63,Walking,251.27
58.19,28.41,147.85,Running,279.59
51.68,84.3,123.9,Walking,365.62
95.25,83.23,155.87,Walking,383.41
79.43,21.57,90.66,Walking,128.15
90.48,33.17,122.31,Running,310.53
89.15,53.81,152.9,Walking,277.05
87.75,47.77,133.97,Running,439.11
88.99,38.48,160.15,Running,371.66
66.55,43.58,123.96,Running,389.24
64.64,37.28,152.75,Cycling,269.85
87.04,20.05,101.41,Walking,104.78
96.75,20.73,102.3,Walking,131.21
54.02,44.14,125.14,Running,393.72
95.21,72.57,134.45,Running,640.91
52.97,89.59,111.11,Cycling,564.14
51.58,18.95,165.19,Cycling,176.69
89.42,84.79,139.89,Walking,395.52
65.17,79.76,120.56,Running,679.77
70.79,70.87,97.84,Running,607.06
68.67,69.74,97.8,Walking,304.07
50.79,18.32,96.4,Walking,101.03
96.35,50.43,110.64,Running,449.48
65.84,75.36,144.65,Running,643.8
98.81,41.83,167.46,Running,392.61
60.98,38.11,111.86,Walking,178.6
51.13,85.65,93.53,Running,715.93
50.75,48.9,159.5,Walking,233.9
86.39,76.99,153.02,Cycling,505.71
83.89,25.81,98.58,Cycling,204.03
60.58,40.96,110.16,Cycling,294.81
60.89,57.68,107.12,Walking,278.38
90.45,12.53,143.56,Cycling,127.52
76.01,58.89,123.04,Walking,276.01
65.48,15.7,90.56,Running,166.9
51.24,31.19,150.11,Walking,184.27
68.47,80.73,101.91,Walking,349.83
60.35,77.49,110.98,Walking,345.56
74.84,74.8,159.33,Cycling,517.83
83.99,45.24,110.24,Running,410.78
76.17,84.18,123.96,Walking,393.43
94.34,36.69,143.49,Running,347.59
97.62,59.82,150.98,Walking,291.11
60.82,85.2,124.45,Cycling,559.44
96.52,44.2,150.78,Running,401.28
52.63,28.82,96.78,Running,252.0
96.7,16.47,125.07,Running,166.53
64.54,15.02,140.47,Running,161.44
76.2,19.47,143.24,Walking,120.67
90.63,22.62,169.01,Cycling,191.99
54.13,62.17,155.92,Running,551.5
93.32,35.83,119.24,Running,324.57
57.06,53.81,146.16,Running,484.15
96.02,45.06,127.51,Running,403.03
75.26,76.61,128.35,Cycling,492.12
76.64,82.65,138.83,Running,707.68
50.5,31.02,160.32,Walking,165.04
64.8,40.58,131.85,Walking,196.57
52.54,19.98,104.92,Cycling,160.44
94.29,38.28,146.58,Running,362.45
59.6,83.63,110.54,Cycling,545.42
78.75,62.21,106.5,Cycling,414.65
57.53,62.96,134.22,Walking,303.91
82.21,35.69,144.57,Cycling,267.72
64.08,27.07,150.85,Cycling,205.37
60.61,15.49,150.52,Running,182.52
60.58,33.34,90.19,Walking,165.59
62.68,63.74,118.87,Cycling,426.69
79.59,38.52,111.0,Cycling,261.65
81.16,25.13,144.98,Running,237.74
93.51,86.38,153.18,Walking,397.12
80.46,29.95,97.15,Running,288.11
81.9,83.83,97.36,Walking,365.09
61.25,52.53,104.44,Walking,254.13
89.22,38.9,123.98,Walking,196.04
95.3,34.81,143.01,Cycling,249.96
70.98,73.82,156.84,Running,648.95
88.96,30.54,145.63,Cycling,228.2
58.73,26.27,139.89,Walking,138.18
71.99,51.91,116.08,Walking,264.24
93.67,20.12,163.78,Cycling,186.12
76.01,88.98,118.11,Walking,402.51
54.25,13.98,152.39,Cycling,139.28
64.89,49.12,91.54,Cycling,331.13
61.2,69.49,120.08,Cycling,453.72
84.71,56.59,108.07,Cycling,377.92
98.62,64.66,121.53,Walking,312.21
65.71,31.3,101.4,Walking,160.7
